32	128	16	1986566	36045	98.22
64	128	16	1998268	24343	98.80
128	128	16	2008338	14273	99.29
16	256	16	1972500	50111	97.52
32	256	16	1995153	27458	98.64
64	256	16	2006265	16346	99.19
128	256	16	2013108	9503	99.53
16	512	16	1987372	35239	98.26
32	512	16	2006838	15773	99.22
64	512	16	2013805	8806	99.56
128	512	16	2018221	4390	99.78
16	1024	16	1999280	23331	98.85
32	1024	16	2011285	11326	99.44
64	1024	16	2016149	6462	99.68
128	1024	16	2019045	3566	99.82
16	2048	16	2002295	20316	99.00
32	2048	16	2013349	9262	99.54
64	2048	16	2017648	4963	99.75
128	2048	16	2019625	2986	99.85
16	4096	16	2008487	14124	99.30
32	4096	16	2015043	7568	99.63
64	4096	16	2018097	4514	99.78
128	4096	16	2020104	2507	99.88
16	8192	16	2010257	12354	99.39
32	8192	16	2015532	7079	99.65
64	8192	16	2018800	3811	99.81
128	8192	16	2020283	2328	99.88
16	16384	16	2010809	11802	99.42
32	16384	16	2016424	6187	99.69
64	16384	16	2019124	3487	99.83
128	16384	16	2020532	2079	99.90
16	32768	16	2012039	10572	99.48
32	32768	16	2016779	5832	99.71
64	32768	16	2019280	3331	99.84
128	32768	16	2020694	1917	99.91
16	65536	16	2012494	10117	99.50
32	65536	16	2017002	5609	99.72
64	65536	16	2019417	3194	99.84
128	65536	16	2020715	1896	99.91
16	131072	16	2012829	9782	99.52
32	131072	16	2017133	5478	99.73
64	131072	16	2019436	3175	99.84
128	131072	16	2020720	1891	99.91
16	128	32	1942698	79913	96.05
32	128	32	1970027	52584	97.40
64	128	32	1989049	33562	98.34
128	128	32	2002615	19996	99.01
16	256	32	1957152	65459	96.76
32	256	32	1983016	39595	98.04
64	256	32	1998531	24080	98.81
128	256	32	2009758	12853	99.36
16	512	32	1976533	46078	97.72
32	512	32	1994249	28362	98.60
64	512	32	2009997	12614	99.38
128	512	32	2015499	7112	99.65
16	1024	32	1994341	28270	98.60
32	1024	32	2005307	17304	99.14
64	1024	32	2014780	7831	99.61
128	1024	32	2017947	4664	99.77
16	2048	32	2002184	20427	98.99
32	2048	32	2011741	10870	99.46
64	2048	32	2016503	6108	99.70
128	2048	32	2018874	3737	99.82
16	4096	32	2004017	18594	99.08
32	4096	32	2013755	8856	99.56
64	4096	32	2017526	5085	99.75
128	4096	32	2019589	3022	99.85
16	8192	32	2007055	15556	99.23
32	8192	32	2015159	7452	99.63
64	8192	32	2018095	4516	99.78
128	8192	32	2020092	2519	99.88
16	16384	32	2010511	12100	99.40
32	16384	32	2015611	7000	99.65
64	16384	32	2018778	3833	99.81
128	16384	32	2020276	2335	99.88
16	32768	32	2008841	13770	99.32
32	32768	32	2016427	6184	99.69
